ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
AMR,GUY,SEX_MLE,19,19.0,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
AMR,PAN,SEX_BTSX,7.6,7.6,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
EMR,QAT,SEX_MLE,15.7,15.7,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AMR,DOM,SEX_MLE,8.3,8.3,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
WPR,FJI,SEX_FMLE,6.5,6.5,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
AMR,CRI,SEX_MLE,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
EMR,AFG,SEX_BTSX,8.3,8.3,2023-12-07T16:59:04+01:00,Yth_curr_tob_use
EUR,MNE,SEX_FMLE,Data not available,,2023-12-07T16:59:33+01:00,Yth_curr_tob_use
EMR,SAU,SEX_FMLE,8,8.0,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
SEAR,IND,SEX_FMLE,7.4,7.4,2023-12-07T16:59:13+01:00,Yth_curr_tob_use
AMR,URY,SEX_FMLE,13.6,13.6,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AFR,SWZ,SEX_BTSX,11.5,11.5,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AMR,ECU,SEX_FMLE,10.7,10.7,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AMR,CRI,SEX_FMLE,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
EUR,TJK,SEX_FMLE,2.8,2.8,2023-12-07T16:59:13+01:00,Yth_curr_tob_use
EUR,BLR,SEX_FMLE,9.6,9.6,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
EUR,AZE,SEX_MLE,Data not available,,2023-12-07T16:59:33+01:00,Yth_curr_tob_use
AFR,UGA,SEX_BTSX,10.5,10.5,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
AFR,MDG,SEX_MLE,16.7,16.7,2023-12-07T16:59:11+01:00,Yth_curr_tob_use
EUR,BGR,SEX_BTSX,Data not available,,2023-12-07T16:59:45+01:00,Yth_curr_tob_use
EUR,HUN,SEX_MLE,16,16.0,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
WPR,PNG,SEX_FMLE,28.3,28.3,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
WPR,TUV,SEX_FMLE,13.6,13.6,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
